name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
petroflow,A framework for well data processing,8,4,Jupyter Notebook,"core-data, deep-learning, machine-learning, oil-wells, python3, well-logs",Pypi,https://pypi.org/project/petroflow/,https://github.com/gazprom-neft/petroflow,https://github.com/gazprom-neft/petroflow,,8
gym-collision-avoidance,Simulation environment for collision avoidance,70,20,OpenEdge ABL,"robotics, planning, gym, rl",Pypi,https://pypi.org/project/gym-collision-avoidance/,https://github.com/mit-acl/gym-collision-avoidance,https://github.com/mit-acl/gym-collision-avoidance,,8
tensorflow-mri,A collection of TensorFlow add-ons for computational MRI.,24,2,Jupyter Notebook,"tensorflow, mri, machine, learning, ml, machine-learning, magnetic-resonance-imaging, python",Pypi,https://pypi.org/project/tensorflow-mri/,https://github.com/mrphys/tensorflow-mri,https://github.com/mrphys/tensorflow-mri,,8
phrase-tokenizer,Tokenize an English sentence to phrases,2,0,Python,,Pypi,https://pypi.org/project/phrase-tokenizer/,https://github.com/ffreemt/phrase-tokenizer,https://github.com/ffreemt/phrase-tokenizer,,8
tensorflow-nufft,"A fast, native non-uniform FFT op for TensorFlow.",18,3,C++,"tensorflow, nufft, ml, cpp, machine-learning, non-uniform-fast-fourier-transform, python",Pypi,https://pypi.org/project/tensorflow-nufft/,https://github.com/mrphys/tensorflow-nufft,https://github.com/mrphys/tensorflow-nufft,,8
xanthus,Neural Collaborative Filtering in Python,4,0,Python,"data-science, deep-learning, keras, neural-collaborative-filtering, neural-networks, python, recommendation-system, recommender-system, tensorflow",Pypi,https://pypi.org/project/xanthus/,https://github.com/markdouthwaite/xanthus,https://github.com/markdouthwaite/xanthus,,8
pyCeterisParibus,Ceteris Paribus python package,17,2,Python,"ceteris-paribus-plots, explainable-ai, python-library",Pypi,https://pypi.org/project/pyCeterisParibus/,https://github.com/ModelOriented/pyCeterisParibus,https://github.com/ModelOriented/pyCeterisParibus,,8
adpkdsupporttool,Support tool for evaluating medical images,1,1,Python,"machine, learning, pckd, adpkd",Pypi,https://pypi.org/project/adpkdsupporttool/,https://github.com/dlueder/adpkd-support-tool,https://github.com/dlueder/adpkd-support-tool,,8
concise,CONCISE (COnvolutional Neural for CIS-regulatory Elements),24,9,Jupyter Notebook,"computational, biology, bioinformatics, genomics, deep, learning, tensorflow",Pypi,https://pypi.org/project/concise/,https://github.com/gagneurlab/concise,https://github.com/gagneurlab/concise,,8
deepbiome,Deep Learning package using the phylogenetic tree information for microbiome data analysis.,3,1,Python,,Pypi,https://pypi.org/project/deepbiome/,https://github.com/Young-won/deepbiome,https://github.com/Young-won/deepbiome,,8
afqinsight,AFQ-Insight: Statistical Learning for Tractometry,4,7,Python,"afq, statistical-learning",Pypi,https://pypi.org/project/afqinsight/,https://richford.github.io/AFQ-Insight,https://github.com/richford/AFQ-Insight,,8
lb-pidsim-train,Training pipeline for the parameterization of the LHCb PID system,1,0,Python,"deep-learning, generative-models, lhcb-experiment, lhcb-simulation, machine-learning, python, tensorflow, ultrafast-simulation",Pypi,https://pypi.org/project/lb-pidsim-train/,https://github.com/mbarbetti/lb-pidsim-train,https://github.com/mbarbetti/lb-pidsim-train,,8
yikit,This is my own tool kit.,0,0,Python,,Pypi,https://pypi.org/project/yikit/,http://github.com/yu9824/yikit/,https://github.com/yu9824/yikit,,8
tf-centernet,CenterNet implementation by Tensorflow 2,1,0,Python,"centernet, tensorflow, object-detection, object-recognition, python, python3, tensorflow2",Pypi,https://pypi.org/project/tf-centernet/,https://github.com/Licht-T/tf-centernet,https://github.com/Licht-T/tf-centernet,,8
OCRfixr,A contextual spellchecker for OCR output,8,3,Python,"ocrfixr, spellcheck, OCR, contextual, BERT",Pypi,https://pypi.org/project/OCRfixr/,https://github.com/ja-mcm/ocrfixr,https://github.com/ja-mcm/ocrfixr,,8
vbnigmm,Variational Bayes algorithm for normal inverse Gaussian mixture models,0,0,Python,"clustering, clustering-algorithm",Pypi,https://pypi.org/project/vbnigmm/,https://github.com/tk2lab/vbnigmm,https://github.com/tk2lab/vbnigmm,,8
privGan,Privacy protected GAN for image data,20,11,Jupyter Notebook,,Pypi,https://pypi.org/project/privGan/,https://github.com/microsoft/privGAN,https://github.com/microsoft/privGAN,,8
tfhubartifact,BentoML artifact framework for TensorFlow Hub models,1,0,Python,,Pypi,https://pypi.org/project/tfhubartifact/,https://github.com/markmo/tfhubartifact,https://github.com/markmo/tfhubartifact,,8
sotaai,Stateoftheart AI Official Library,3,0,Python,,Pypi,https://pypi.org/project/sotaai/,https://github.com/stateoftheartai/sotaai,https://github.com/stateoftheartai/sotaai,,8
PyAutoMakerHuman,"얼굴, 포즈, 손의 랜드마크를 쉽게 가져오기위한 모듈",0,0,Python,,Pypi,https://pypi.org/project/PyAutoMakerHuman/,https://github.com/boa9448/PyAutoMakerHuman,https://github.com/boa9448/PyAutoMakerHuman,,8
pynovice,data mining for novice and expert,2,2,HTML,,Pypi,https://pypi.org/project/pynovice/,https://github.com/wqwangchn/novice,https://github.com/wqwangchn/novice,,8
strym,A real time CAN data logging and visualization tool to work with USB-CAN Interface.,14,5,Python,"candata, can, autonomous, vehicle, ACC, adaptive, cruise, control, USB, Panda, Traffic, Transportation, visualization, can-bus, cantools, commaai, data-visualization, openpilot, python3",Pypi,https://pypi.org/project/strym/,https://github.com/jmscslgroup/strym,https://github.com/jmscslgroup/strym,,8
menten-gcn,This package decorates graph tensors with data from protein models,5,0,Python,,Pypi,https://pypi.org/project/menten-gcn/,https://github.com/MentenAI/menten_gcn,https://github.com/MentenAI/menten_gcn,,8
meguru-tokenizer,simple tokenizer for tensorflow 2.x and PyTorch,0,0,Python,"tensorflow, pytorch, tokenizer, nlp, tensorflow2",Pypi,https://pypi.org/project/meguru-tokenizer/,https://github.com/MokkeMeguru/meguru_tokenizer,https://github.com/MokkeMeguru/meguru_tokenizer,,8
datasetops,"Fluent dataset operations, compatible with your favorite libraries",5,1,Python,"data-cleaning, data-munging, data-processing, data-science, data-wrangling, dataset-combinations, multiple-datasets, pytorch, tensorflow",Pypi,https://pypi.org/project/datasetops/,https://github.com/LukasHedegaard/datasetops,https://github.com/LukasHedegaard/datasetops,,8
pose-classification-kit,From pose estimation to pose classification - Creation of datasets & real-time visualization,5,0,Python,"pose-classification, OpenPose, pose-estimation, machine-learning, deep-learning, keypoints, keypoints-detection, gesture",Pypi,https://pypi.org/project/pose-classification-kit/,https://github.com/ArthurFDLR/pose-classification-kit,https://github.com/ArthurFDLR/pose-classification-kit,,8
datatransformer,A package for data transformation,0,0,Python,,Pypi,https://pypi.org/project/datatransformer/,https://github.com/nextfortune/datatransformer.git,https://github.com/nextfortune/datatransformer,,8
deployml,Easy training and deployment of machine learning algorithms,5,1,Python,,Pypi,https://pypi.org/project/deployml/,https://github.com/deploy-ml/deploy-ml,https://github.com/deploy-ml/deploy-ml,,8
ptk-patrickctrf,Package for Python programming by Patrick Ferreira,2,0,Python,,Pypi,https://pypi.org/project/ptk-patrickctrf/,https://github.com/patrickctrf/ptk,https://github.com/patrickctrf/ptk,,8
tf2-tensorflow-object-detection-api,Tensorflow Object Detection Library with TF2.0,0,0,,,Pypi,https://pypi.org/project/tf2-tensorflow-object-detection-api/,https://github.com/forskamse/TensorFlow-Object-Detection-API,https://github.com/forskamse/TensorFlow-Object-Detection-API,,8
das2,A Distributed Data Parallelism Library for Tensorflow Keras,4,0,Python,"python, library, tensorflow, keras, deeplearning, dataparallelism",Pypi,https://pypi.org/project/das2/,https://github.com/OrenLeung/das2,https://github.com/OrenLeung/das2,,8
pspso,pspso is a python package for selecting machine learning algorithms parameters.,0,0,Python,,Pypi,https://pypi.org/project/pspso/,https://github.com/ayhaidar/pspso,https://github.com/ayhaidar/pspso,,8
frsystem,A system for experimenting with face recognition,2,1,Jupyter Notebook,"computer-vision, covid-19, deep-learning, face-detection, face-mask, face-recognition, mask-detection",Pypi,https://pypi.org/project/frsystem/,https://github.com/amac-lfc/frsystem,https://github.com/amac-lfc/frsystem,,8
gutenhaiku,A Commandline tool to mine haiku poems from text,9,0,Python,"gutenhaiku, gutenberg, haiku",Pypi,https://pypi.org/project/gutenhaiku/,https://github.com/sloev/gutenhaiku,https://github.com/sloev/gutenhaiku,,8
poreplex,A versatile sequence read processor for nanopore direct RNA sequencing,60,9,Python,"nanopore, direct, RNA, sequencing, barcode, demultiplexing, adapter, barcoding, multiplexing, rna-seq",Pypi,https://pypi.org/project/poreplex/,https://github.com/hyeshik/poreplex,https://github.com/hyeshik/poreplex,,8
ERL-Spanish,ERL: Emotion Recognition Library,0,0,Python,,Pypi,https://pypi.org/project/ERL-Spanish/,https://github.com/estefaaa02/ERL,https://github.com/estefaaa02/ERL,,8
dualing,Dual-based Neural Learning,2,0,Python,"deep-learning, machine-learning, python, siamese-network, tensorflow2",Pypi,https://pypi.org/project/dualing/,https://github.com/gugarosa/dualing,https://github.com/gugarosa/dualing,,8
SiPANN,Artifical Neural Networks for use with Silicon Photonics,28,11,Python,"artificial, neural, networks, silicon, photonics, coupling",Pypi,https://pypi.org/project/SiPANN/,https://github.com/contagon/SiPANN,https://github.com/contagon/SiPANN,,8
micg,Medical Image Changer,0,0,Python,"medical, image, change",Pypi,https://pypi.org/project/micg/,https://github.com/chobe111/medicalImageChanger.git,https://github.com/chobe111/medicalImageChanger,,8
speaker-verification,The machine learning package examines audio files submitted from a user,8,1,Python,,Pypi,https://pypi.org/project/speaker-verification/,https://github.com/OnTrack-UG-Squad/speaker-verification,https://github.com/OnTrack-UG-Squad/speaker-verification,,8
tsipy,Python package for processing TSI signals.,1,0,Jupyter Notebook,"degradation, correction, data, fusion, scientific, computing",Pypi,https://pypi.org/project/tsipy/,https://github.com/roksikonja/tsipy,https://github.com/roksikonja/tsipy,,8
tensorboard-plugin-3d,TensorBoard plugin for 3D visualization,16,3,HTML,,Pypi,https://pypi.org/project/tensorboard-plugin-3d/,https://github.com/KitwareMedical/tensorboard-plugin-3d,https://github.com/KitwareMedical/tensorboard-plugin-3d,,8
flask-image-search,Flask Image Search is an extension for flask that makes it easy to add     image searching to your flask site.,1,0,Python,"flask_image_search, flask, flask-sqlalchemy, python",Pypi,https://pypi.org/project/flask-image-search/,https://github.com/hananf11/flask_image_search,https://github.com/hananf11/flask_image_search,,8
deepaclive,Detecting novel pathogens from NGS reads in real-time during a sequencing run.,0,0,,"deep, learning, DNA, sequencing, synthetic, biology, pathogenicity, prediction",Pypi,https://pypi.org/project/deepaclive/,https://gitlab.com/dacs-hpi/deepac-live,https://gitlab.com/dacs-hpi/deepac-live,,8
cimcb,This is a pre-release.,0,0,Python,,Pypi,https://pypi.org/project/cimcb/,https://github.com/KevinMMendez/cimcb,https://github.com/KevinMMendez/cimcb,,8
esdap,Epileptic Seizure Detection and Prediction from EEG data,0,0,Python,,Pypi,https://pypi.org/project/esdap/,https://github.com/idupanloup/ESDaP,https://github.com/idupanloup/ESDaP,,8
Omnis,Deep Learning for everyone,17,4,Python,"ai, api, data-science, deep-learning-framework, deep-learning-library, easy, easy-to-use, image-processing, omnis, python",Pypi,https://pypi.org/project/Omnis/,https://github.com/omnis-labs-company/omnis,https://github.com/omnis-labs-company/omnis,,8
kagemeka,python package,1,0,Python,,Pypi,https://pypi.org/project/kagemeka/,https://github.com/kagemeka/myenv/lib/python/kagemeka,https://github.com/kagemeka/myenv,,8
relatio,'A Python package to extract narrative statements from text',19,6,Jupyter Notebook,"NLP, narrative",Pypi,https://pypi.org/project/relatio/,https://github.com/relatio-nlp/relatio,https://github.com/relatio-nlp/relatio,,8
ml-dataset,datasets for easy machine learning use,1,0,Python,"ml-dataset, keras-tensorflow, machine-learning, pytorch, tensorflow",Pypi,https://pypi.org/project/ml-dataset/,https://github.com/yinochaos/datasets,https://github.com/yinochaos/datasets,,8
tf-noisy-image-dataset,Datasets for noisy images in the tf.data API.,0,0,Python,"datasets, image-denoising, images, tensorflow",Pypi,https://pypi.org/project/tf-noisy-image-dataset/,https://github.com/zaccharieramzi/tf-noisy-image-dataset,https://github.com/zaccharieramzi/tf-noisy-image-dataset,,8
BERTVector,extract vector from BERT pre-train model,16,1,Python,"BERT, vector, extraction, tool",Pypi,https://pypi.org/project/BERTVector/,https://github.com/xmxoxo/BERT-Vector,https://github.com/xmxoxo/BERT-Vector,,8
spherenet,Deep Hyperspherical Learning.,7,0,Python,"ai, neural, networks, machine, learning, ml",Pypi,https://pypi.org/project/spherenet/,https://github.com/unixpickle/spherenet,https://github.com/unixpickle/spherenet,,8
petroflow,A framework for well data processing,8,4,Jupyter Notebook,"core-data, deep-learning, machine-learning, oil-wells, python3, well-logs",Pypi,https://pypi.org/project/petroflow/,https://github.com/gazprom-neft/petroflow,https://github.com/gazprom-neft/petroflow,,8
azureml-train-automl,Used for automatically finding the best machine learning model and its parameters.,0,0,,,Pypi,https://pypi.org/project/azureml-train-automl/,https://docs.microsoft.com/python/api/overview/azure/ml/?view=azure-ml-py,,,8
langdist,Multilingual Language Modeling Toolkit,5,0,Python,"language-model, natural-language-processing, natural-language-generation, machine-learning, tensorflow, deep-learning, recurrent-neural-networks, lstm, multilingual, nlp, python, neural-network, character-embeddings, data-science",Pypi,https://pypi.org/project/langdist/,https://github.com/kensk8er/langdist,https://github.com/kensk8er/langdist,,8
fcmpy,Fuzzy Cognitive Maps for Behavior Change Interventions and Evaluation,14,14,Python,,Pypi,https://pypi.org/project/fcmpy/,https://github.com/SamvelMK/FcmBci.git,https://github.com/SamvelMK/FcmBci,,8
facenet-sandberg,Face recognition using TensorFlow,0,0,Jupyter Notebook,,Pypi,https://pypi.org/project/facenet-sandberg/,https://github.com/armanrahman22/facenet,https://github.com/armanrahman22/facenet,,8
keras-buoy,Keras wrapper that autosaves what ModelCheckpoint cannot.,14,4,Python,"autosave, checkpointing, colab, colab-automation, colab-notebook, colaboratory, data-science, keras, machine-learning",Pypi,https://pypi.org/project/keras-buoy/,https://github.com/dorukkarinca/keras-buoy/,https://github.com/dorukkarinca/keras-buoy,,8
deepcoil,Fast and accurate prediction of coiled coil domains in protein sequences,16,1,Python,"bioinformatics, bioinformatics-tool, coiled-coil, machine-learning, protein-sequences",Pypi,https://pypi.org/project/deepcoil/,https://toolkit.tuebingen.mpg.de/tools/deepcoil2,https://github.com/labstructbioinf/deepcoil,,8
hindiwsd,A pipeline for transliteration of hinglish code mixed data to hindi along with spell correction and word sense disambiguation of hindi words.,10,0,Python,"nlp, machine, learning, spell, correction, IndoWordNet, Hindi, Hinglish, code, mixed, to, transliteration, word, sense, disambiguation, code-mixing, hindi-pos-tag, hindi-spell-correction, hinglish-to-hindi-transliteration, indic-languages, indic-nlp, indic-transliteration, lesk, lesk-algorithm, pos-tagging, python-3, python-library, python-package, spello, word-sense-disambiguation, wsd, wsd-dataset",Pypi,https://pypi.org/project/hindiwsd/,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,,8
swiss-army-keras,A collection of models and utilities for the development of edge deployable Keras models,0,0,Python,"keras, segmentation, classification, finetuning, edge, quantization, augmentation, albumentations, coral-tpu, deeplab-v3-plus, deeplabv3, edge-ai, edgetpu, efficientnet-lite, iot, neural-network, tensorflow2, tf-data, tf-trt, tflite, unet",Pypi,https://pypi.org/project/swiss-army-keras/,http://github.com/desmoteo/swiss-army-keras,https://github.com/desmoteo/swiss-army-keras,,8
fiteanalytics,FinX API SDK,0,0,Python,,Pypi,https://pypi.org/project/fiteanalytics/,https://github.com/FiteAnalytics/sdk,https://github.com/FiteAnalytics/sdk,,8
pre-ai-python,Microsoft AI Python Package,28,16,Dockerfile,ai,Pypi,https://pypi.org/project/pre-ai-python/,https://github.com/microsoft/ai-python,https://github.com/microsoft/ai-python,,8
miracle-imputation,Missing data Imputation Refinement And Causal LEarning,2,2,Python,,Pypi,https://pypi.org/project/miracle-imputation/,https://github.com/trentkyono/MIRACLE,https://github.com/trentkyono/MIRACLE,,8
pyCeterisParibus,Ceteris Paribus python package,17,2,Python,"ceteris-paribus-plots, explainable-ai, python-library",Pypi,https://pypi.org/project/pyCeterisParibus/,https://github.com/ModelOriented/pyCeterisParibus,https://github.com/ModelOriented/pyCeterisParibus,,8
concise,CONCISE (COnvolutional Neural for CIS-regulatory Elements),24,9,Jupyter Notebook,"computational, biology, bioinformatics, genomics, deep, learning, tensorflow",Pypi,https://pypi.org/project/concise/,https://github.com/gagneurlab/concise,https://github.com/gagneurlab/concise,,8
orbithunter,Framework for Nonlinear Dynamics and Chaos,2,0,Jupyter Notebook,"pde, partial, differential, equation, numeric, numerical, simulation, solver, framework, periodic, orbit, chaos, nonlinear, nonlinear-equations, nonlinear-optimization, nonlinear-programming, optimization, periodic-orbits, state-space",Pypi,https://pypi.org/project/orbithunter/,https://orbithunter.readthedocs.io/en/latest/index.html,,,8
deepbiome,Deep Learning package using the phylogenetic tree information for microbiome data analysis.,3,1,Python,,Pypi,https://pypi.org/project/deepbiome/,https://github.com/Young-won/deepbiome,https://github.com/Young-won/deepbiome,,8
BraAndKet,BraAndKet is a library for numeral calculations of discrete quantum systems.,3,2,Python,"quantum, tensors, vectors",Pypi,https://pypi.org/project/BraAndKet/,,https://github.com/ZhengKeli/BraAndKet,,8
mdp-playground,A python package to design and debug RL agents,3,1,Python,"benchmarking, benchmark, reinforcement-learning, testbed",Pypi,https://pypi.org/project/mdp-playground/,https://automl.github.io/mdp-playground,https://github.com/automl/mdp-playground,,8
hindi-wsd,A pipeline for transliteration of hinglish code mixed data to hindi along with spell correction and word sense disambiguation of hindi words.,10,0,Python,"nlp, machine, learning, spell, correction, IndoWordNet, Hindi, Hinglish, code, mixed, to, transliteration, code-mixing, hindi-pos-tag, hindi-spell-correction, hinglish-to-hindi-transliteration, indic-languages, indic-nlp, indic-transliteration, lesk, lesk-algorithm, pos-tagging, python-3, python-library, python-package, spello, word-sense-disambiguation, wsd, wsd-dataset",Pypi,https://pypi.org/project/hindi-wsd/,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,,8
opencxr,a collection of algorithms for processing of chest radiograph (CXR) images,1,0,Python,opencxr,Pypi,https://pypi.org/project/opencxr/,https://github.com/DIAGNijmegen/opencxr,https://github.com/DIAGNijmegen/opencxr,,8
pynovice,data mining for novice and expert,2,2,HTML,,Pypi,https://pypi.org/project/pynovice/,https://github.com/wqwangchn/novice,https://github.com/wqwangchn/novice,,8
strym,A real time CAN data logging and visualization tool to work with USB-CAN Interface.,14,5,Python,"candata, can, autonomous, vehicle, ACC, adaptive, cruise, control, USB, Panda, Traffic, Transportation, visualization, can-bus, cantools, commaai, data-visualization, openpilot, python3",Pypi,https://pypi.org/project/strym/,https://github.com/jmscslgroup/strym,https://github.com/jmscslgroup/strym,,8
datasetops,"Fluent dataset operations, compatible with your favorite libraries",5,1,Python,"data-cleaning, data-munging, data-processing, data-science, data-wrangling, dataset-combinations, multiple-datasets, pytorch, tensorflow",Pypi,https://pypi.org/project/datasetops/,https://github.com/LukasHedegaard/datasetops,https://github.com/LukasHedegaard/datasetops,,8
mirabolic,Statistical and Machine Learning tools from Mirabolic,0,0,Python,"Statistics, Machine, Learning, CDF, Quantiles",Pypi,https://pypi.org/project/mirabolic/,https://github.com/Mirabolic/mirabolic,https://github.com/Mirabolic/mirabolic,,8
deployml,Easy training and deployment of machine learning algorithms,5,1,Python,,Pypi,https://pypi.org/project/deployml/,https://github.com/deploy-ml/deploy-ml,https://github.com/deploy-ml/deploy-ml,,8
simple-converge,utilities for faster and easier prototyping of DL models,2,0,Python,DeepLearning,Pypi,https://pypi.org/project/simple-converge/,https://github.com/EytanKats/simple_converge,https://github.com/EytanKats/simple_converge,,8
seg-torch,Semantic Segmentation with Pytorch,23,4,Python,"computer-vision, convolutional-networks, deep-learning, fcn, fcn8s, mobileunet, pspnet, pytorch, resnet, resnet50, semantic-segmentation, unet, vgg, vgg16",Pypi,https://pypi.org/project/seg-torch/,https://github.com/IanTaehoonYoo/semantic-segmentation-pytorch,https://github.com/IanTaehoonYoo/semantic-segmentation-pytorch,,8
trVAE,Condition out-of-sample prediction,24,1,Python,"cvae, deep-learning, generative-model, mmd, single-cell",Pypi,https://pypi.org/project/trVAE/,https://github.com/theislab/trvae,https://github.com/theislab/trvae,,8
MLDashboard,Machine learning dashboard that integrates with tensorflow. Great for monitoring training. Has tools for classification and images,0,0,Python,,Pypi,https://pypi.org/project/MLDashboard/,https://github.com/RobertJN64/MLDashboard,https://github.com/RobertJN64/MLDashboard,,8
pspso,pspso is a python package for selecting machine learning algorithms parameters.,0,0,Python,,Pypi,https://pypi.org/project/pspso/,https://github.com/ayhaidar/pspso,https://github.com/ayhaidar/pspso,,8
tf-centernet,CenterNet implementation by Tensorflow 2,1,0,Python,"centernet, tensorflow, object-detection, object-recognition, python, python3, tensorflow2",Pypi,https://pypi.org/project/tf-centernet/,https://github.com/Licht-T/tf-centernet,https://github.com/Licht-T/tf-centernet,,8
gutenhaiku,A Commandline tool to mine haiku poems from text,9,0,Python,"gutenhaiku, gutenberg, haiku",Pypi,https://pypi.org/project/gutenhaiku/,https://github.com/sloev/gutenhaiku,https://github.com/sloev/gutenhaiku,,8
poreplex,A versatile sequence read processor for nanopore direct RNA sequencing,60,9,Python,"nanopore, direct, RNA, sequencing, barcode, demultiplexing, adapter, barcoding, multiplexing, rna-seq",Pypi,https://pypi.org/project/poreplex/,https://github.com/hyeshik/poreplex,https://github.com/hyeshik/poreplex,,8
privGan,Privacy protected GAN for image data,20,11,Jupyter Notebook,,Pypi,https://pypi.org/project/privGan/,https://github.com/microsoft/privGAN,https://github.com/microsoft/privGAN,,8
gemben,Benchmark for Graph Embedding Algorithms,1,0,Python,,Pypi,https://pypi.org/project/gemben/,https://github.com/Sujit-O/gemben.git,https://github.com/Sujit-O/gemben,,8
napari-aideveloper,"napari_aideveloper is a napari-plugin deived from AIDeveloper that allows you to train, evaluate and apply deep neural nets for image classification within a graphical user-interface (GUI).",7,1,Python,,Pypi,https://pypi.org/project/napari-aideveloper/,https://github.com/zcqwh/napari-aideveloper,https://github.com/zcqwh/napari-aideveloper,,8
riskflow,An XVA quantitative library with AAD,9,5,Python,,Pypi,https://pypi.org/project/riskflow/,https://github.com/sylam/riskflow,https://github.com/sylam/riskflow,,8
tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,0,0,,"tensorflow, tfx",Pypi,https://pypi.org/project/tfx/,https://www.tensorflow.org/tfx,,,8
dnnmodels,Simple models inspired by Cleverhans that help create DNN Architectures,0,0,Python,"base-models, cleverhans, tensorflow",Pypi,https://pypi.org/project/dnnmodels/,https://github.com/NullConvergence/dnnmodels,https://github.com/NullConvergence/dnnmodels,,8
embryoseg,SmartSeed Segmentation for animal embryonic cells.,1,0,Python,,Pypi,https://pypi.org/project/embryoseg/,https://github.com/kapoorlab/EmbryoSeg/,https://github.com/kapoorlab/EmbryoSeg,,8
dlomix,Deep Learning for Proteomics,5,4,Python,,Pypi,https://pypi.org/project/dlomix/,https://github.com/wilhelm-lab/dlomix,https://github.com/wilhelm-lab/dlomix,,8
EELSFitter,Electron Energy Loss Spectroscopy Fitter,2,2,Jupyter Notebook,,Pypi,https://pypi.org/project/EELSFitter/,https://github.com/LHCfitNikhef/EELSfitter,https://github.com/LHCfitNikhef/EELSfitter,,8
gazeclassify,Algorithmic eye-tracking analysis,5,1,Python,,Pypi,https://pypi.org/project/gazeclassify/,https://github.com/footballdaniel/gazeclassify,https://github.com/footballdaniel/gazeclassify,,8
lb-pidsim-train,Training pipeline for the parameterization of the LHCb PID system,1,0,Python,"deep-learning, generative-models, lhcb-experiment, lhcb-simulation, machine-learning, python, tensorflow, ultrafast-simulation",Pypi,https://pypi.org/project/lb-pidsim-train/,https://github.com/mbarbetti/lb-pidsim-train,https://github.com/mbarbetti/lb-pidsim-train,,8
gnntf,Graph neural networks on tensorflow,0,0,Python,,Pypi,https://pypi.org/project/gnntf/,https://github.com/maniospas/gnn-test,https://github.com/maniospas/gnn-test,,8
tflash,Quick detection practice for images and videos using TensorFlow,0,0,Python,"machine, learning, tensorflow, object, detection",Pypi,https://pypi.org/project/tflash/,https://github.com/nuggfr/tflash,https://github.com/nuggfr/tflash,,8
langma,Awesome NLP framework you are waiting for ✨,0,0,Python,,Pypi,https://pypi.org/project/langma/,https://github.com/szj2ys/langma,https://github.com/szj2ys/langma,,8
ikkez-vector,The Vector SDK is a connected vision- and character-based robotics platform for everyone.,4,0,Python,"anki, vector, robot, robotics, sdk, ai, vision, anki-vector",Pypi,https://pypi.org/project/ikkez-vector/,https://github.com/ikkez/vector-python-sdk,https://github.com/ikkez/vector-python-sdk,,8
genie-parser,Neural Network Semantic Parser for Almond,13,2,Python,,Pypi,https://pypi.org/project/genie-parser/,https://github.com/Stanford-Mobisocial-IoT-Lab/genie-parser,https://github.com/Stanford-Mobisocial-IoT-Lab/genie-parser,,8
VideoChatBot,VideoChat with a bot,20,7,Python,"bot, pypi",Pypi,https://pypi.org/project/VideoChatBot/,https://github.com/avaish1409/VideoChatBot,https://github.com/avaish1409/VideoChatBot,,8
posemaro,Dataset Management Framework (Posemaro),0,1,Python,,Pypi,https://pypi.org/project/posemaro/,https://github.com/certiware/datumaro,https://github.com/certiware/datumaro,,8
python-search,Build your knowledge database in python and retrieve it efficiently,9,2,Python,"machine-learning, python, ranking, search, search-engine",Pypi,https://pypi.org/project/python-search/,,https://github.com/jeanCarloMachado/search_run,,8
Tensorflow-ChatBots,ChatBots supporting TensorFlow,15,0,Python,,Pypi,https://pypi.org/project/Tensorflow-ChatBots/,https://github.com/Yeachan-Heo/Tensorflow-ChatBots,https://github.com/Yeachan-Heo/Tensorflow-ChatBots,,8
kryptoflow,Add a short description here!,60,13,Python,"kryptoflow, tensorFlow, deep-learning, machine-learning, data-science, bitcoin, kafka, time-series, keras, tensorflow-serving",Pypi,https://pypi.org/project/kryptoflow/,https://carlomazzaferro.github.io/kryptoflow/,https://github.com/carlomazzaferro/kryptoflow,,8
pax-j,A stateful pytree library for training neural networks.,19,0,Python,"deep-learning, jax, opax, pytree",Pypi,https://pypi.org/project/pax-j/,https://github.com/ntt123/pax,https://github.com/ntt123/pax,,8
aitk.networks,A Keras model wrapper with visualizations,1,1,Python,"robot, simulator, jupyter, python",Pypi,https://pypi.org/project/aitk.networks/,https://github.com/ArtificialIntelligenceToolkit/aitk.networks,https://github.com/ArtificialIntelligenceToolkit/aitk.networks,,8
pyvital,Python Libray for Biosignal Analysis,12,11,Python,,Pypi,https://pypi.org/project/pyvital/,https://github.com/vitaldb/pyvital,https://github.com/vitaldb/pyvital,,8
interpret-text,Microsoft Interpret Text SDK for Python,286,53,Python,"azure-sdk, black-box-explanations, data-analyst, data-scientists, explainer, glass-box-explainers, grey-box-explainers, jupyter-notebook, linear-models, local-explanations, microsoft-azureml, nlp, nlp-models, nlp-scenarios, npm, python, text-classification, text-interpretability, visualization-dashboard",Pypi,https://pypi.org/project/interpret-text/,https://github.com/interpretml/interpret-text,https://github.com/interpretml/interpret-text,,8
ru-proverbs,Russian Proverbs AI-powered proverbs generator.,0,0,Python,"python, textgenrnn, ML, AI, tensorflow",Pypi,https://pypi.org/project/ru-proverbs/,https://github.com/xSAVIKx/ru-proverbs,https://github.com/xSAVIKx/ru-proverbs,,8
lafomo,A Latent Force Model library with variational and MCMC support for non-linear functions.,5,0,Jupyter Notebook,,Pypi,https://pypi.org/project/lafomo/,https://github.com/mossjacob/lafomo,https://github.com/mossjacob/lafomo,,8
